longitude,latitude,date,aet,def,pet,ppt,q,soil,swe,tmax,tmin,tmean
-97.7291666666667,17.0208333333333,1958-01-01,72.10000000000001,27.700000000000003,99.8,40.6,2,168.9,0,21.49000000000001,4.090000000000003,12.790000000000006
-97.6875,17.0208333333333,1958-01-01,65.8,30.9,96.7,32,1.6,154.5,0,18.83,2.719999999999999,10.774999999999999
-97.6458333333333,17.0208333333333,1958-01-01,66.5,30.6,97.1,35.4,1.8,143.4,0,20.36,3.1500000000000057,11.755000000000003
-97.7291666666667,17.0625,1958-01-01,67.5,27.3,94.8,35.5,1.8,167,0,17.519999999999996,2.030000000000001,9.774999999999999
-97.6875,17.0625,1958-01-01,64.10000000000001,29.6,93.7,31.1,1.6,153.60000000000002,0,18.85000000000001,2.25,10.550000000000004
-97.6458333333333,17.0625,1958-01-01,61.7,33.2,94.9,26.700000000000003,1.3,138.3,0,18.980000000000004,2.3799999999999955,10.68
-97.7291666666667,17.1041666666667,1958-01-01,62.8,33.9,96.7,26.8,1.3,143.3,0,18.090000000000003,2.4099999999999966,10.25
-97.6875,17.1041666666667,1958-01-01,62.5,32.1,94.6,26.4,1.3,146.4,0,17.480000000000004,1.8900000000000008,9.685000000000002
-97.6458333333333,17.1041666666667,1958-01-01,64.3,30.6,94.9,29.700000000000003,1.5,144.8,0,16.730000000000004,1.730000000000004,9.230000000000004
-97.7291666666667,17.0208333333333,1958-02-01,62.6,48.3,110.9,18.2,0.9,123.6,0,24.570000000000007,4.549999999999997,14.560000000000002
-97.6875,17.0208333333333,1958-02-01,57.7,50.400000000000006,108.1,14.8,0.7000000000000001,111,0,22.129999999999995,3.219999999999999,12.674999999999997
-97.6458333333333,17.0208333333333,1958-02-01,56.6,52.900000000000006,109.5,14.3,0.7000000000000001,100.4,0,23.74000000000001,3.850000000000009,13.795000000000009
-97.7291666666667,17.0625,1958-02-01,59.6,46.5,106.1,16,0.8,122.7,0,20.879999999999995,2.6500000000000057,11.765
-97.6875,17.0625,1958-02-01,57.400000000000006,48.5,105.9,15.5,0.8,110.8,0,22.320000000000007,2.9099999999999966,12.615000000000002
-97.6458333333333,17.0625,1958-02-01,55.2,51.8,107,14.9,0.7000000000000001,97.2,0,22.430000000000007,3.1200000000000045,12.775000000000006
-97.7291666666667,17.1041666666667,1958-02-01,55.5,53,108.5,13.6,0.7000000000000001,100.7,0,21.58,3.0400000000000063,12.310000000000002
-97.6875,17.1041666666667,1958-02-01,56.5,50,106.5,14.6,0.7000000000000001,103.8,0,21,2.5700000000000074,11.785000000000004
-97.6458333333333,17.1041666666667,1958-02-01,57.1,49,106.1,15.5,0.8,102.4,0,20.200000000000003,2.3799999999999955,11.29
-97.7291666666667,17.0208333333333,1958-03-01,50.400000000000006,84.5,134.9,3.1,0.2,76.2,0,26.200000000000003,6.6200000000000045,16.410000000000004
-97.6875,17.0208333333333,1958-03-01,42.8,88.4,131.20000000000002,3,0.1,71,0,23.659999999999997,5.109999999999999,14.384999999999998
